idx,id_1,font_1,c_1,r_1,id_2,font_2,c_2,r_2
00001369.png,493,18,6,7,116,48,46,49
00001370.png,237,45,7,7,236,15,43,44
00001371.png,459,40,11,0,157,34,55,40
00001372.png,306,32,27,1,97,22,62,34
00001373.png,205,34,55,12,104,49,1,54
00001374.png,430,10,61,29,355,9,10,64
00001375.png,149,2,63,3,274,42,24,61
00001376.png,3,45,51,7,70,49,10,63
00001377.png,25,16,10,5,242,36,47,38
00001378.png,178,30,61,28,19,38,0,63
00001379.png,368,26,2,26,39,30,46,59
00001380.png,331,33,47,25,56,29,4,60
00001381.png,217,46,5,9,240,0,59,60
00001382.png,130,49,56,24,270,47,22,57
00001383.png,230,6,2,8,9,30,40,59
00001384.png,462,11,17,1,464,34,57,63
00001385.png,131,5,38,2,58,17,1,51
00001386.png,76,26,22,10,110,14,57,61
00001387.png,497,17,45,7,177,36,0,43
00001388.png,272,37,16,10,491,44,58,59
00001389.png,398,49,44,12,304,17,1,45
00001390.png,318,17,5,0,78,0,46,42
00001391.png,350,17,56,18,325,47,12,64
00001392.png,272,25,63,13,378,5,29,51
00001393.png,239,39,4,2,384,32,38,55
00001394.png,130,48,2,16,239,18,39,58
00001395.png,445,1,53,10,430,48,14,62
00001396.png,469,27,55,20,498,43,6,54
00001397.png,212,27,49,20,289,43,16,57
00001398.png,91,39,17,5,196,7,60,38
00001399.png,250,19,15,19,312,23,56,64
00001400.png,398,8,52,13,189,35,0,53
00001401.png,114,7,59,23,108,12,2,61
00001402.png,126,8,64,22,305,2,21,57
00001403.png,131,47,10,15,489,6,52,54
00001404.png,360,0,40,15,224,32,1,56
00001405.png,148,15,38,1,17,7,3,38
00001406.png,69,21,45,1,118,40,3,49
00001407.png,136,15,11,9,1,14,50,60
00001408.png,294,38,63,0,7,12,24,53
00001409.png,413,46,63,0,4,32,9,55
00001410.png,231,29,1,2,67,30,49,44
00001411.png,400,4,15,0,472,21,48,48
00001412.png,288,13,56,0,289,48,22,46
00001413.png,60,22,53,4,39,29,18,59
00001414.png,267,29,58,21,237,30,17,55
00001415.png,147,8,2,8,484,11,62,60
00001416.png,287,22,62,16,87,35,7,53
00001417.png,415,33,60,21,190,12,1,54
00001418.png,224,31,10,8,185,21,59,46
00001419.png,457,16,2,5,76,48,40,63
00001420.png,19,23,5,14,473,29,47,62
00001421.png,150,26,27,12,280,24,64,62
00001422.png,301,32,5,11,9,42,59,44
00001423.png,244,43,1,24,461,23,45,61
00001424.png,34,10,63,12,115,39,7,56
00001425.png,121,33,49,8,227,37,12,50
00001426.png,16,46,23,4,407,30,63,43
00001427.png,147,5,0,5,74,48,49,57
00001428.png,183,2,51,10,232,41,4,45
00001429.png,426,13,59,22,484,48,4,64
00001430.png,185,41,37,5,101,18,1,45
00001431.png,369,45,44,14,28,0,3,51
00001432.png,395,20,4,7,482,25,39,56
00001433.png,356,36,26,7,351,1,62,48
00001434.png,109,1,57,0,307,33,5,35
00001435.png,413,0,31,0,465,0,64,53
00001436.png,319,4,57,10,319,11,2,54
00001437.png,308,6,7,8,434,23,41,43
00001438.png,498,11,45,6,37,9,2,49
00001439.png,103,27,23,7,19,42,64,44
00001440.png,483,17,4,17,486,35,59,52
00001441.png,406,9,10,19,192,38,59,57
00001442.png,300,1,60,2,491,31,23,38
00001443.png,448,45,36,22,56,1,3,55
00001444.png,241,30,13,2,204,30,46,46
00001445.png,137,40,12,6,38,11,57,46
00001446.png,381,17,15,0,130,10,64,34
00001447.png,242,15,2,15,288,43,44,59
00001448.png,415,11,17,2,274,13,58,43
00001449.png,310,49,2,9,9,8,57,44
00001450.png,236,20,37,9,346,14,4,55
00001451.png,11,22,55,5,443,9,9,47
00001452.png,326,36,16,1,291,45,62,42
00001453.png,369,20,2,16,217,4,52,50
00001454.png,133,6,17,18,491,25,57,62
00001455.png,145,49,60,9,164,12,19,46
00001456.png,50,34,24,0,303,34,58,37
00001457.png,167,6,64,0,78,19,0,61
00001458.png,31,4,5,11,247,45,43,57
00001459.png,410,28,2,6,455,32,48,60
00001460.png,469,18,61,5,325,38,25,39
00001461.png,64,17,44,12,330,23,9,60
00001462.png,81,15,63,25,52,20,18,58
00001463.png,11,10,2,15,279,10,42,48
00001464.png,154,18,7,3,174,6,58,53
00001465.png,489,49,40,15,321,26,5,58
00001466.png,204,6,19,8,109,49,57,63
00001467.png,421,25,64,16,438,49,11,52
00001468.png,320,36,4,19,145,41,41,54
00001469.png,144,45,12,2,386,21,63,36
00001470.png,443,44,55,8,212,5,21,47
00001471.png,395,19,6,20,206,42,60,63
00001472.png,197,4,57,5,204,38,24,43
00001473.png,451,18,0,2,98,27,55,38
00001474.png,57,12,2,19,239,30,48,59
00001475.png,49,36,2,5,395,3,55,58
00001476.png,90,34,42,12,216,46,8,46
00001477.png,291,8,52,0,110,26,9,36
00001478.png,250,27,61,22,276,4,5,58
00001479.png,350,13,19,24,426,13,55,62
00001480.png,324,17,55,5,221,12,14,53
00001481.png,122,33,8,8,343,39,44,54
00001482.png,159,2,7,19,33,45,59,59
00001483.png,81,7,19,25,134,33,63,59
00001484.png,317,2,19,1,192,5,58,50
00001485.png,367,2,50,25,113,11,17,62
00001486.png,428,20,39,13,345,38,4,55
00001487.png,377,19,59,8,1,24,17,54
00001488.png,213,35,3,6,194,19,45,56
00001489.png,209,2,43,3,101,8,8,62
00001490.png,387,4,2,22,421,38,49,62
00001491.png,413,30,2,16,453,4,58,63
00001492.png,244,7,23,21,278,49,56,60
00001493.png,249,0,21,5,173,5,54,61
00001494.png,126,10,0,16,320,17,33,51
00001495.png,383,3,36,4,303,23,3,56
00001496.png,346,43,18,15,140,36,51,55
00001497.png,280,11,10,16,337,14,44,55
00001498.png,226,42,14,4,350,32,51,54
00001499.png,299,7,13,8,144,3,50,60
00001500.png,259,11,63,1,176,30,30,51
00001501.png,28,36,3,12,65,33,58,54
00001502.png,17,28,58,21,30,4,4,63
00001503.png,238,10,51,27,122,20,18,62
00001504.png,89,30,9,6,394,32,44,42
00001505.png,276,32,16,17,197,35,57,59
00001506.png,24,22,61,20,350,0,4,56
00001507.png,498,42,59,1,351,28,3,57
00001508.png,16,19,49,3,233,12,2,40
00001509.png,128,15,4,21,138,28,58,59
00001510.png,403,32,62,13,367,26,3,52
00001511.png,9,26,63,29,31,43,11,63
00001512.png,281,11,58,20,493,31,10,58
00001513.png,134,37,1,3,456,1,40,42
00001514.png,201,45,3,22,85,27,52,60
00001515.png,28,0,15,9,17,2,53,50
00001516.png,401,11,11,0,98,4,46,51
00001517.png,333,5,4,26,437,33,64,62
00001518.png,441,14,55,29,141,11,0,62
00001519.png,343,39,8,17,307,19,41,62
00001520.png,470,5,47,3,339,27,11,63
00001521.png,297,48,3,6,480,30,58,46
00001522.png,422,31,59,22,46,14,13,61
00001523.png,226,39,17,2,127,27,53,58
00001524.png,6,22,56,8,254,1,5,47
00001525.png,102,32,10,3,351,26,61,48
00001526.png,400,15,3,5,130,34,64,43
00001527.png,349,17,12,8,84,21,61,53
00001528.png,13,5,57,3,474,28,18,44
00001529.png,153,6,50,3,288,43,12,37
00001530.png,375,5,3,22,407,28,46,62
00001531.png,265,19,30,12,89,36,63,50
00001532.png,142,28,13,5,441,18,56,56
00001533.png,52,30,6,10,462,34,63,52
00001534.png,144,25,21,0,468,18,54,55
00001535.png,6,23,0,3,11,42,61,44
00001536.png,361,5,56,8,139,30,12,59
00001537.png,87,25,16,19,101,20,55,56
00001538.png,441,4,61,9,91,46,25,61
00001539.png,406,21,43,18,8,19,1,52
00001540.png,205,48,8,5,53,9,61,43
00001541.png,408,40,14,1,357,48,50,43
00001542.png,198,41,2,15,387,34,41,63
00001543.png,451,4,49,2,389,39,10,42
00001544.png,126,19,44,2,170,7,6,49
00001545.png,213,24,15,6,471,28,61,62
00001546.png,151,10,61,4,458,31,21,55
00001547.png,417,38,58,8,484,24,22,54
00001548.png,184,46,43,3,314,11,2,61
00001549.png,473,28,0,15,220,5,56,51
00001550.png,296,40,56,19,106,30,12,54
00001551.png,335,31,9,9,40,26,55,64
00001552.png,51,23,3,14,350,9,49,64
00001553.png,251,2,0,19,268,27,36,61
00001554.png,45,33,28,5,120,0,64,59
00001555.png,212,40,55,0,8,40,2,61
00001556.png,345,22,7,11,60,1,59,63
00001557.png,194,3,8,10,177,27,63,64
00001558.png,181,19,15,26,176,5,58,62
00001559.png,239,42,7,3,11,39,43,36
00001560.png,397,30,12,20,353,22,61,53
00001561.png,499,8,51,11,251,30,14,56
00001562.png,337,27,57,13,452,7,7,63
00001563.png,449,14,7,13,492,2,58,63
00001564.png,140,8,46,11,174,15,1,48
00001565.png,48,11,59,12,123,22,9,53
00001566.png,149,4,0,3,137,30,53,61
00001567.png,363,37,60,11,169,40,19,50
00001568.png,215,43,28,18,463,22,61,56
00001569.png,488,39,55,9,136,48,0,53
00001570.png,266,36,17,15,368,27,64,59
00001571.png,467,46,6,10,370,17,46,57
00001572.png,473,13,20,18,461,10,53,62
00001573.png,118,0,53,8,290,4,19,53
00001574.png,243,44,64,3,427,40,14,45
00001575.png,67,49,19,3,416,30,63,54
00001576.png,91,41,51,15,195,10,18,59
00001577.png,379,35,51,10,380,34,9,59
00001578.png,355,41,58,14,58,39,10,54
00001579.png,300,3,12,29,139,23,57,62
00001580.png,173,10,45,19,488,35,2,53
00001581.png,462,6,46,13,452,14,5,61
00001582.png,114,3,61,5,81,18,24,40
00001583.png,158,22,57,2,252,31,19,52
00001584.png,97,11,21,17,409,8,61,60
00001585.png,414,0,6,13,306,6,42,47
00001586.png,266,47,59,30,444,24,13,64
00001587.png,203,25,44,10,217,33,7,48
00001588.png,309,0,60,2,233,47,21,44
00001589.png,166,45,6,3,442,27,51,56
00001590.png,476,34,59,6,399,13,4,64
00001591.png,488,29,54,8,345,0,10,48
00001592.png,406,27,4,13,201,28,54,57
00001593.png,463,21,57,3,475,41,5,51
00001594.png,273,27,58,17,370,42,2,62
00001595.png,379,2,0,19,77,1,60,59
00001596.png,372,20,6,0,136,48,60,36
00001597.png,404,33,53,8,153,6,9,41
00001598.png,196,35,54,6,123,29,7,56
00001599.png,460,4,61,22,202,24,20,64
00001600.png,289,11,3,2,325,12,41,41
00001601.png,189,27,16,14,477,4,51,63
00001602.png,249,2,42,11,422,25,5,53
00001603.png,480,9,62,7,475,25,2,63
00001604.png,364,35,58,16,174,29,19,58
00001605.png,400,6,40,16,265,17,4,64
00001606.png,410,45,7,7,36,27,53,42
00001607.png,365,0,4,1,270,13,52,37
00001608.png,278,12,6,11,261,3,57,51
00001609.png,388,45,13,5,41,19,49,53
00001610.png,459,38,62,8,123,35,15,58
00001611.png,237,6,9,28,334,10,45,63
00001612.png,203,35,6,1,421,17,41,43
00001613.png,496,23,56,8,410,35,11,52
00001614.png,406,17,63,12,167,18,8,45
00001615.png,53,10,61,4,89,25,22,60
00001616.png,417,16,9,2,84,24,48,52
00001617.png,325,22,1,21,99,39,64,62
00001618.png,182,6,16,9,411,44,53,42
00001619.png,13,6,4,0,319,9,43,56
00001620.png,446,40,15,0,324,23,49,51
00001621.png,357,41,18,21,454,24,54,57
00001622.png,119,16,17,26,223,1,62,62
00001623.png,356,21,56,11,86,22,15,45
00001624.png,8,43,51,6,134,22,17,48
00001625.png,6,28,61,5,164,10,7,64
00001626.png,77,33,15,8,261,27,55,57
00001627.png,113,36,7,15,370,35,60,64
00001628.png,452,41,4,12,86,8,42,47
00001629.png,104,19,7,0,166,47,63,38
00001630.png,293,30,14,1,369,23,64,61
00001631.png,338,28,10,23,236,25,57,63
00001632.png,350,48,17,4,237,11,51,54
00001633.png,445,33,9,17,262,35,62,58
00001634.png,53,49,47,21,18,17,0,60
00001635.png,103,47,19,2,300,47,63,59
00001636.png,145,41,1,4,191,35,50,42
00001637.png,260,4,64,19,416,36,31,54
00001638.png,356,43,14,15,439,46,52,64
00001639.png,486,24,56,2,330,12,18,55
00001640.png,420,25,0,12,470,1,52,64
00001641.png,221,47,18,11,354,19,57,58
00001642.png,411,22,56,0,296,16,6,42
00001643.png,355,5,51,9,57,13,12,42
00001644.png,234,17,22,6,370,26,62,53
00001645.png,254,47,64,5,177,43,3,50
00001646.png,350,2,16,19,13,8,54,54
00001647.png,36,12,39,28,141,33,3,64
00001648.png,117,15,64,0,80,38,21,46
00001649.png,389,20,59,6,8,23,8,49
00001650.png,223,48,5,0,67,15,49,42
00001651.png,61,25,3,18,301,38,38,52
00001652.png,266,4,57,7,331,43,18,61
00001653.png,143,30,60,26,236,20,2,64
00001654.png,179,10,3,14,6,16,41,47
00001655.png,344,14,36,3,2,28,0,60
00001656.png,468,11,20,2,402,24,60,52
00001657.png,493,30,61,10,149,2,15,53
00001658.png,172,43,55,18,26,31,8,51
00001659.png,92,33,10,2,459,11,50,38
00001660.png,42,1,8,8,201,28,62,62
00001661.png,185,9,20,12,348,11,55,61
00001662.png,3,11,49,3,70,28,5,59
00001663.png,421,32,49,8,122,19,6,43
00001664.png,466,45,62,9,248,4,25,43
00001665.png,439,9,6,27,315,37,62,61
00001666.png,286,32,3,0,21,21,59,41
00001667.png,179,4,17,4,287,42,61,59
00001668.png,425,21,18,10,356,47,57,54
00001669.png,141,42,7,6,292,41,62,45
00001670.png,382,26,50,2,0,27,17,49
00001671.png,9,26,20,3,426,43,55,36
00001672.png,259,18,52,18,92,43,18,60
00001673.png,288,48,57,0,132,21,10,64
00001674.png,349,31,22,9,97,2,57,64
00001675.png,81,6,41,21,496,36,2,60
00001676.png,145,6,2,12,365,5,40,59
00001677.png,419,13,2,19,26,32,62,58
00001678.png,23,19,22,2,39,4,61,45
00001679.png,38,36,4,6,333,1,40,60
00001680.png,317,11,16,9,362,6,58,59
00001681.png,371,42,52,2,180,18,8,62
00001682.png,31,37,57,11,39,41,0,47
00001683.png,427,30,10,2,405,39,50,43
00001684.png,84,34,57,5,443,10,24,52
00001685.png,142,1,3,13,312,43,41,55
00001686.png,74,27,16,1,96,22,61,45
00001687.png,193,45,21,22,124,13,63,57
00001688.png,285,9,39,7,32,40,3,59
00001689.png,10,3,12,2,209,37,48,47
00001690.png,341,25,15,1,426,26,55,59
00001691.png,220,22,18,14,417,41,60,50
00001692.png,468,32,53,4,56,24,18,56
00001693.png,409,43,1,3,182,35,43,63
00001694.png,182,35,3,7,486,2,38,48
00001695.png,158,46,57,0,437,16,18,63
00001696.png,65,0,2,3,274,24,41,64
00001697.png,9,32,10,14,68,40,61,51
00001698.png,452,48,3,18,425,34,53,61
00001699.png,359,48,50,15,294,11,13,60
00001700.png,139,14,6,11,224,28,39,56
00001701.png,33,15,46,1,461,24,13,39
00001702.png,170,24,36,10,367,40,3,62
00001703.png,271,21,8,6,110,19,64,46
00001704.png,117,32,62,10,180,14,29,49
00001705.png,26,20,51,17,249,18,9,52
00001706.png,456,5,50,5,339,9,13,54
00001707.png,42,26,24,18,451,3,64,59
00001708.png,447,25,43,22,412,25,10,58
00001709.png,445,21,56,14,108,19,9,54
00001710.png,164,39,50,19,325,19,10,58
00001711.png,401,29,52,8,180,39,17,42
00001712.png,250,20,15,0,15,24,58,35
00001713.png,279,2,58,10,168,24,5,45
00001714.png,351,40,46,0,83,36,1,33
00001715.png,343,8,64,18,338,28,22,52
00001716.png,128,49,56,11,126,47,3,47
00001717.png,450,4,58,3,249,15,21,60
00001718.png,466,14,54,5,211,40,0,41
00001719.png,190,32,14,4,313,15,64,56
00001720.png,439,39,64,7,419,47,21,52
00001721.png,282,25,63,4,462,32,1,56
00001722.png,59,0,13,1,149,0,47,34
00001723.png,183,36,55,7,28,15,19,41
00001724.png,401,0,55,20,484,17,19,64
00001725.png,66,11,61,3,365,47,20,42
00001726.png,435,16,61,21,254,21,1,64
00001727.png,364,45,61,19,320,47,18,52
00001728.png,208,37,42,2,143,23,1,36
00001729.png,8,20,54,14,453,10,19,61
00001730.png,499,20,9,8,227,43,49,42
00001731.png,310,22,53,21,244,12,4,61
00001732.png,436,3,2,25,36,12,56,62
00001733.png,147,33,9,10,479,49,52,46
00001734.png,133,29,8,11,23,22,50,54
00001735.png,344,14,13,3,60,29,47,50
00001736.png,417,22,48,1,134,26,1,50
00001737.png,462,5,63,15,420,27,28,57
00001738.png,76,12,5,11,36,0,58,64
00001739.png,436,0,45,2,463,45,6,50
00001740.png,54,44,2,5,480,24,35,45
00001741.png,192,3,15,5,355,44,51,48
00001742.png,421,22,7,6,158,23,56,62
00001743.png,496,42,11,1,228,46,58,50
00001744.png,493,8,59,7,337,33,0,55
00001745.png,292,45,11,3,323,36,53,39
00001746.png,499,26,2,13,330,46,58,55
00001747.png,328,33,12,3,432,19,62,62
00001748.png,57,32,55,9,299,42,14,61
00001749.png,420,38,0,0,308,10,51,44
00001750.png,457,32,0,27,412,24,40,63
00001751.png,99,0,15,14,96,49,54,51
00001752.png,140,4,10,1,154,17,60,37
00001753.png,222,38,40,26,343,4,1,60
00001754.png,270,18,0,15,77,3,57,61
00001755.png,195,24,46,27,241,30,1,61
00001756.png,361,28,8,20,252,39,62,53
00001757.png,167,28,62,11,257,17,19,55
00001758.png,145,36,16,5,158,8,49,54
00001759.png,242,42,15,24,426,18,50,57
00001760.png,169,6,9,22,428,48,64,63
00001761.png,99,29,45,3,276,21,0,50
00001762.png,421,30,9,22,302,40,43,60
00001763.png,449,5,17,19,50,18,52,62
00001764.png,240,27,61,11,111,26,3,47
00001765.png,311,7,12,9,313,10,61,54
00001766.png,478,10,8,3,309,10,58,44
00001767.png,34,43,62,12,228,30,23,60
00001768.png,375,15,53,25,463,22,0,60
00001769.png,366,46,64,5,481,2,2,38
00001770.png,42,12,4,7,271,38,37,63
00001771.png,194,20,58,2,290,24,7,38
00001772.png,128,43,17,2,410,20,62,38
00001773.png,247,23,58,3,12,43,14,49
00001774.png,273,34,4,22,166,33,54,59
00001775.png,193,42,60,27,355,10,26,62
00001776.png,279,41,9,2,127,30,59,55
00001777.png,280,1,3,5,101,7,59,38
00001778.png,210,19,46,0,409,42,6,56
00001779.png,432,3,15,0,86,40,57,39
00001780.png,297,0,47,2,334,42,5,64
00001781.png,494,40,26,0,146,8,60,58
00001782.png,279,17,3,9,55,32,59,56
00001783.png,486,33,64,16,259,39,28,61
00001784.png,425,35,53,28,401,32,0,62
00001785.png,249,29,36,21,450,28,3,54
00001786.png,37,26,9,9,104,41,47,52
00001787.png,45,32,61,6,333,13,25,48
00001788.png,130,44,12,14,60,47,59,63
00001789.png,54,8,56,11,479,33,7,59
00001790.png,96,9,51,4,131,17,9,55
00001791.png,450,15,0,11,434,38,41,60
00001792.png,252,47,63,4,216,10,22,58
00001793.png,457,15,7,3,134,46,55,51
00001794.png,240,35,15,2,281,14,51,55
00001795.png,244,8,24,13,294,1,58,57
00001796.png,6,38,10,6,259,44,43,54
00001797.png,33,0,62,10,272,31,2,57
00001798.png,8,4,5,6,234,40,61,54
00001799.png,233,25,0,13,352,9,47,56
00001800.png,37,18,29,2,260,21,62,44
00001801.png,402,17,3,7,411,36,61,61
00001802.png,217,1,5,11,144,36,52,50
00001803.png,18,13,49,15,59,40,16,51
00001804.png,246,43,40,12,133,11,5,50
00001805.png,98,21,61,10,137,44,19,55
00001806.png,433,44,52,5,88,14,19,62
00001807.png,397,4,9,10,278,44,56,46
00001808.png,332,37,4,20,250,3,58,54
00001809.png,8,12,1,10,22,3,43,45
00001810.png,171,34,18,3,70,28,64,49
00001811.png,437,41,44,20,126,47,5,54
00001812.png,74,46,4,14,408,25,48,61
00001813.png,166,19,61,14,159,39,23,64
00001814.png,248,37,56,5,303,25,14,47
00001815.png,485,43,4,1,315,6,40,42
00001816.png,274,6,11,16,310,32,49,51
00001817.png,249,23,54,1,3,24,16,53
00001818.png,144,31,14,10,449,8,48,63
00001819.png,323,12,9,0,287,28,48,58
00001820.png,287,20,11,16,410,38,63,61
00001821.png,442,19,60,24,302,35,9,61
00001822.png,428,3,6,3,441,21,57,63
00001823.png,208,16,44,2,287,17,11,61
00001824.png,465,34,61,2,416,43,14,55
00001825.png,134,20,59,15,122,10,16,53
00001826.png,259,31,9,9,365,26,58,63
00001827.png,285,38,1,11,275,41,43,45
00001828.png,73,32,3,7,42,44,36,61
00001829.png,145,35,5,12,252,34,49,45
00001830.png,57,11,54,24,70,20,8,63
00001831.png,86,33,58,20,105,22,19,53
00001832.png,186,33,0,13,481,26,42,53
00001833.png,302,16,60,21,204,18,18,54
00001834.png,221,22,64,27,450,49,21,61
00001835.png,345,46,5,1,416,49,39,60
00001836.png,438,49,0,21,489,30,61,56
00001837.png,208,12,56,17,430,6,3,51
00001838.png,29,26,57,6,169,38,23,63
00001839.png,329,26,0,1,167,48,33,35
00001840.png,192,24,11,0,484,28,58,37
00001841.png,432,49,64,10,102,6,1,43
00001842.png,314,35,1,2,224,36,59,63
00001843.png,50,41,64,10,410,16,10,46
00001844.png,278,34,56,3,112,0,17,57
00001845.png,53,25,57,14,5,18,7,62
00001846.png,13,11,9,1,396,42,46,54
00001847.png,98,6,23,8,306,39,58,52
00001848.png,398,14,6,27,183,43,56,64
00001849.png,193,4,27,14,431,34,60,59
00001850.png,484,2,53,7,32,26,10,51
00001851.png,393,5,46,6,69,18,10,63
00001852.png,260,5,56,26,155,6,0,61
00001853.png,284,0,16,3,316,48,50,43
00001854.png,247,2,9,28,490,33,64,63
00001855.png,175,38,45,18,405,34,5,51
00001856.png,28,24,26,20,426,38,60,56
00001857.png,417,23,41,19,449,11,4,59
00001858.png,91,16,54,15,373,36,15,55
00001859.png,179,7,46,10,442,28,12,57
00001860.png,293,21,48,7,455,12,9,60
00001861.png,23,25,63,0,34,16,22,53
00001862.png,55,20,43,7,220,11,0,42
00001863.png,439,44,58,9,331,0,16,51
00001864.png,339,21,14,12,125,15,55,46
00001865.png,339,28,48,15,393,14,12,61
00001866.png,250,14,58,13,257,12,1,57
00001867.png,283,29,14,14,237,0,47,55
00001868.png,21,48,1,7,498,14,63,55
00001869.png,392,32,53,6,12,6,4,45
00001870.png,281,42,1,4,298,34,35,48
00001871.png,147,31,47,14,379,13,5,59
00001872.png,96,22,52,4,231,31,13,53
00001873.png,265,14,14,10,88,28,47,48
00001874.png,95,32,2,25,28,1,52,62
00001875.png,408,34,60,12,303,12,5,55
00001876.png,70,4,0,26,114,2,36,59
00001877.png,48,5,1,26,302,6,46,61
00001878.png,377,44,24,11,463,31,61,44
00001879.png,85,21,64,5,329,28,8,50
00001880.png,145,49,8,31,428,17,64,64
00001881.png,416,12,18,2,17,36,58,63
00001882.png,381,40,10,4,498,31,45,38
00001883.png,385,22,58,18,145,43,7,53
00001884.png,365,16,56,18,113,12,5,52
00001885.png,305,16,11,5,289,42,51,51
00001886.png,482,42,1,7,490,20,35,61
00001887.png,271,44,26,28,74,14,59,62
00001888.png,184,43,63,11,366,35,3,49
00001889.png,277,44,5,4,222,45,41,58
00001890.png,237,7,51,0,375,20,8,47
00001891.png,218,7,29,2,275,34,62,54
00001892.png,50,47,56,6,93,21,20,44
00001893.png,469,29,48,7,167,22,2,58
00001894.png,75,35,0,27,420,1,33,63
00001895.png,328,17,57,10,287,25,13,64
00001896.png,409,40,37,6,226,13,0,58
00001897.png,144,2,8,26,377,28,54,63
00001898.png,165,10,59,7,443,12,3,62
00001899.png,243,27,57,21,265,38,6,62
00001900.png,328,9,43,8,476,25,9,62
00001901.png,120,16,47,16,225,12,6,51
00001902.png,87,26,5,16,437,29,39,58
00001903.png,105,5,63,1,277,8,19,47
00001904.png,135,40,56,22,96,25,16,57
00001905.png,55,46,60,22,455,28,6,64
00001906.png,76,44,28,3,359,45,63,49
00001907.png,449,10,10,2,317,14,47,62
00001908.png,381,0,0,10,116,34,57,53
00001909.png,215,30,62,19,462,49,3,59
00001910.png,497,46,51,9,239,35,18,47
00001911.png,227,43,24,0,101,32,57,39
00001912.png,233,17,18,0,455,11,52,48
00001913.png,155,23,6,6,338,0,64,53
00001914.png,339,32,15,12,467,18,55,62
00001915.png,214,2,7,13,22,5,41,63
00001916.png,447,31,52,6,89,8,5,62
00001917.png,341,20,26,18,85,15,62,52
00001918.png,240,22,48,16,453,28,2,61
00001919.png,38,4,55,10,119,28,6,64
00001920.png,20,40,55,6,185,48,10,58
00001921.png,470,27,62,1,321,17,29,40
00001922.png,403,34,53,12,477,43,18,53
00001923.png,142,14,1,25,299,33,62,64
00001924.png,212,3,50,5,250,12,15,47
00001925.png,12,42,43,9,231,1,3,64
00001926.png,178,8,8,13,177,35,45,52
00001927.png,344,21,51,16,470,3,1,61
00001928.png,175,16,7,9,347,3,49,50
00001929.png,161,13,63,16,491,5,13,51
00001930.png,309,42,12,13,279,41,48,46
00001931.png,43,12,4,3,420,7,44,59
00001932.png,310,25,3,10,100,34,44,45
00001933.png,362,20,13,2,354,27,60,49
00001934.png,343,5,59,6,162,35,19,53
00001935.png,319,34,10,4,408,16,44,60
00001936.png,151,26,38,17,132,42,1,56
00001937.png,182,37,48,5,208,24,9,43
00001938.png,269,39,61,1,426,47,5,63
00001939.png,281,8,4,5,306,15,41,57
00001940.png,114,3,14,6,302,43,47,47
00001941.png,313,23,16,10,305,30,51,44
00001942.png,455,31,11,4,400,47,53,48
00001943.png,261,38,47,6,116,10,11,61
00001944.png,117,39,7,11,256,7,60,58
00001945.png,438,18,12,1,323,2,60,54
00001946.png,375,45,5,5,453,5,55,50
00001947.png,10,32,9,16,79,7,42,53
00001948.png,452,11,17,2,374,31,53,44
00001949.png,76,49,11,0,466,30,63,42
00001950.png,147,6,62,0,398,13,26,53
00001951.png,214,19,6,7,45,2,59,54
00001952.png,277,33,61,5,488,20,12,63
00001953.png,365,21,59,7,142,18,11,59
00001954.png,271,7,21,13,189,41,54,58
00001955.png,309,4,8,17,189,16,43,64
00001956.png,396,37,9,2,54,4,49,64
00001957.png,362,18,61,7,90,43,9,62
00001958.png,40,9,59,22,67,17,2,59
00001959.png,341,41,11,16,152,4,60,63
00001960.png,174,16,14,7,475,44,51,45
00001961.png,57,26,64,14,8,16,25,48
00001962.png,221,17,14,8,70,3,50,55
00001963.png,485,15,55,16,6,14,19,54
00001964.png,93,26,17,10,1,18,57,45
00001965.png,484,44,60,9,104,2,9,48
00001966.png,11,42,27,1,444,44,60,50
00001967.png,481,22,59,17,130,12,16,52
00001968.png,49,2,19,13,299,22,62,60
00001969.png,375,36,2,1,44,15,35,44
00001970.png,213,19,52,0,427,28,17,62
00001971.png,304,27,43,20,32,28,8,58
00001972.png,127,14,14,27,91,23,56,64
00001973.png,404,30,0,12,403,34,57,47
00001974.png,391,20,54,13,151,5,14,61
00001975.png,491,17,16,16,400,40,60,51
00001976.png,425,1,10,11,161,7,64,51
00001977.png,431,40,62,12,333,3,29,64
00001978.png,111,48,58,25,423,13,3,64
00001979.png,332,19,0,14,315,3,59,58
00001980.png,368,19,58,10,201,44,24,52
00001981.png,285,1,10,1,151,0,47,41
00001982.png,282,16,18,9,236,39,58,42
00001983.png,380,14,54,12,389,2,15,59
00001984.png,374,30,49,9,478,12,15,45
00001985.png,496,12,5,12,47,38,48,50
00001986.png,329,22,42,0,29,31,5,36
00001987.png,427,30,2,25,362,46,35,62
00001988.png,367,22,16,4,122,35,52,55
00001989.png,92,46,33,8,186,31,0,58
00001990.png,143,47,10,6,404,43,52,59
00001991.png,397,23,57,18,488,18,24,52
00001992.png,169,6,46,1,257,38,11,40
00001993.png,190,36,58,10,470,43,1,62
00001994.png,390,39,0,12,327,46,42,48
00001995.png,235,18,60,6,270,30,9,43
00001996.png,17,14,53,7,267,41,8,40
00001997.png,226,47,10,0,304,47,52,47
00001998.png,449,14,51,4,49,6,0,53
00001999.png,455,45,17,19,302,2,61,55
00002000.png,188,41,46,0,47,29,11,64
00002001.png,17,21,52,3,162,33,12,57
00002002.png,162,4,14,9,145,29,51,52
